station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-16 00:00:00+00:00,7.208333333333333,24,11.232041666666667,24,,0,62.2894025,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-16 00:00:00+00:00,4.041666666666667,24,9.460749999999999,24,20.131940833333335,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-16 00:00:00+00:00,3.73625,24,7.434375,24,4.461025833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-16 00:00:00+00:00,2.8400833333333337,24,5.59375,24,1.3625912500000001,24,59.956927500000006,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-16 00:00:00+00:00,4.416666666666667,24,7.689333333333334,24,6.347019583333334,24,56.08194166666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-16 00:00:00+00:00,10.875,24,14.13075,24,12.799645833333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-16 00:00:00+00:00,2.0577083333333333,24,3.251041666666667,24,8.277779583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-17 00:00:00+00:00,6.75,24,13.365791666666667,24,,0,59.67905458333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-17 00:00:00+00:00,4.208333333333333,24,10.386750000000001,24,14.540797083333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-17 00:00:00+00:00,4.204041666666667,24,8.655208333333333,24,3.2695445833333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-17 00:00:00+00:00,4.098958333333333,24,8.487499999999999,24,0.54396,24,63.87140958333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-17 00:00:00+00:00,5.541666666666667,24,10.547666666666666,24,3.3149175,24,63.21033375000002,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-17 00:00:00+00:00,5.166666666666667,24,11.715208333333335,24,4.863202916666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-17 00:00:00+00:00,2.5020416666666665,24,4.496875,24,2.246950416666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-18 00:00:00+00:00,3.8333333333333335,24,6.079041666666666,24,,0,68.92648916666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-18 00:00:00+00:00,5.4,20,6.6794782608695655,23,17.301844782608697,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-18 00:00:00+00:00,2.666125,24,5.639583333333333,24,5.5988175,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-18 00:00:00+00:00,2.7575416666666666,24,4.979166666666667,24,0.6418970833333334,24,73.90950249999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-18 00:00:00+00:00,3.75,24,8.252833333333333,24,6.335825,24,75.28986208333332,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-18 00:00:00+00:00,4.166666666666667,24,9.299708333333333,24,9.48133875,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-18 00:00:00+00:00,2.1942916666666665,24,4.108333333333333,24,9.413088333333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-19 00:00:00+00:00,7.916666666666667,24,15.660375,24,,0,67.63205708333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-19 00:00:00+00:00,7.625,24,10.950208333333334,24,14.162113478260869,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-19 00:00:00+00:00,7.498166666666666,24,14.663541666666667,24,4.285348333333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-19 00:00:00+00:00,9.764249999999999,24,15.575000000000001,24,0.440215,24,74.37793791666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-19 00:00:00+00:00,9.625,24,28.543208333333336,24,7.337687083333333,24,72.42381541666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-19 00:00:00+00:00,10.625,24,25.040666666666667,24,4.870308333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-19 00:00:00+00:00,2.985375,24,5.021875,24,8.277779583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-20 00:00:00+00:00,11.583333333333334,24,22.584875,24,,0,71.85628833333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-20 00:00:00+00:00,10.583333333333334,24,19.847416666666668,24,14.171315,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-20 00:00:00+00:00,10.013708333333334,24,19.122916666666665,24,3.8731908333333336,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-20 00:00:00+00:00,10.289958333333333,24,16.878125,24,1.4114591666666667,24,71.50011041666669,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-20 00:00:00+00:00,11.041666666666666,24,,8,6.524577083333334,24,72.46192708333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-20 00:00:00+00:00,12.5,24,27.778208333333335,24,6.525423750000001,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-20 00:00:00+00:00,4.517458333333333,24,7.746875,24,3.0043004166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-21 00:00:00+00:00,8.666666666666666,21,15.459181818181817,22,,0,58.75095086956521,23
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-21 00:00:00+00:00,9.125,24,14.45275,24,20.04069,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-21 00:00:00+00:00,8.351041666666667,24,15.166666666666666,24,6.744856666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-21 00:00:00+00:00,5.915333333333333,21,9.702380952380953,21,1.3372055,20,67.22341428571428,21
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-21 00:00:00+00:00,8.833333333333334,24,,10,9.797387083333334,24,58.39778708333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-21 00:00:00+00:00,10.041666666666666,24,18.196916666666667,24,14.1290125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-21 00:00:00+00:00,4.214833333333334,24,7.5874999999999995,24,10.589274166666668,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-22 00:00:00+00:00,10.291666666666666,24,17.512416666666667,24,,0,60.44545708333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-22 00:00:00+00:00,10.625,24,16.264374999999998,24,26.01922625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-22 00:00:00+00:00,9.606041666666666,24,19.347916666666666,24,13.33199125,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-22 00:00:00+00:00,6.72175,24,10.456249999999999,24,3.0502262499999997,24,52.315752499999995,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-22 00:00:00+00:00,11.041666666666666,24,23.470541666666666,24,8.523363333333334,24,63.463261249999995,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-22 00:00:00+00:00,11.833333333333334,24,18.961708333333334,24,16.396547083333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-22 00:00:00+00:00,7.581625,24,12.938541666666666,24,15.376501666666668,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-23 00:00:00+00:00,7.0,24,12.681208333333332,24,,0,50.11078,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-23 00:00:00+00:00,8.0,24,10.104791666666666,24,17.20508166666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-23 00:00:00+00:00,5.608333333333333,24,9.777083333333334,24,9.818422916666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-23 00:00:00+00:00,3.8492916666666663,24,6.1625000000000005,24,2.5941745833333334,24,49.6063125,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-23 00:00:00+00:00,4.666666666666667,24,8.735958333333334,24,4.496674166666667,24,56.35011583333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-23 00:00:00+00:00,7.0,24,8.494458333333332,24,8.37433875,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-23 00:00:00+00:00,3.1152083333333334,24,5.394791666666666,24,9.01504875,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-24 00:00:00+00:00,10.833333333333334,24,17.109750000000002,24,,0,50.46903583333335,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-24 00:00:00+00:00,6.875,24,8.977500000000001,24,15.351046666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-24 00:00:00+00:00,4.902791666666666,24,13.036458333333334,24,11.27972,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-24 00:00:00+00:00,2.3771666666666667,24,6.555208333333333,24,2.336915,24,63.83468333333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-24 00:00:00+00:00,6.916666666666667,24,14.170958333333333,24,12.628101666666666,24,46.92736208333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-24 00:00:00+00:00,10.625,24,11.513916666666667,24,14.443194166666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-24 00:00:00+00:00,3.078791666666667,24,6.180208333333333,24,10.280167083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-25 00:00:00+00:00,16.458333333333332,24,38.16491666666666,24,,0,71.68997958333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-25 00:00:00+00:00,13.666666666666666,24,30.757375,24,23.99839304347826,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-25 00:00:00+00:00,13.467916666666667,24,45.65208333333334,24,11.87203625,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-25 00:00:00+00:00,11.455374999999998,24,36.65,24,5.409664583333334,24,91.32545041666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-25 00:00:00+00:00,14.625,24,37.19866666666667,24,11.973767083333334,24,75.78047291666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-25 00:00:00+00:00,18.208333333333332,24,36.393499999999996,24,18.24001708333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-25 00:00:00+00:00,7.475541666666667,24,23.63854166666667,24,13.200554166666668,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-26 00:00:00+00:00,18.208333333333332,24,37.60120833333333,24,,0,,11
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-26 00:00:00+00:00,13.833333333333334,24,28.301541666666665,24,29.81751739130435,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-26 00:00:00+00:00,15.995541666666668,24,41.800000000000004,24,13.003651666666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-26 00:00:00+00:00,14.539125,24,41.23229166666667,24,3.793324166666667,24,98.47532249999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-26 00:00:00+00:00,19.166666666666668,24,54.912416666666665,24,13.250461666666666,24,89.03247375000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-26 00:00:00+00:00,21.541666666666668,24,39.05070833333333,24,23.01195,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-26 00:00:00+00:00,10.972875,24,28.618750000000002,24,17.53217,22,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-27 00:00:00+00:00,14.083333333333334,24,28.301541666666665,24,,0,,14
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-27 00:00:00+00:00,14.208333333333334,24,25.926333333333332,24,22.08649652173913,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-27 00:00:00+00:00,12.267125,24,28.965625,24,10.578582916666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-27 00:00:00+00:00,11.978208333333333,24,26.551041666666666,24,4.663900434782609,23,88.36377625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-27 00:00:00+00:00,15.826086956521738,23,34.02708695652174,23,10.100984782608696,23,94.45879608695653,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-27 00:00:00+00:00,18.304347826086957,23,32.26273913043478,23,20.74160875,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-27 00:00:00+00:00,7.383125,24,15.373958333333333,24,9.103586250000001,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-28 00:00:00+00:00,12.958333333333334,24,24.27570833333333,24,,5,87.49336826086957,23
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-28 00:00:00+00:00,10.791666666666666,24,24.557625,24,20.09927608695652,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-28 00:00:00+00:00,10.446166666666667,24,25.491666666666664,24,8.099623333333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-28 00:00:00+00:00,10.536708333333333,24,19.717708333333334,24,4.8554466666666665,24,89.91044375,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-28 00:00:00+00:00,14.125,24,31.0795,24,6.883982499999999,24,94.7188325,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-28 00:00:00+00:00,15.625,24,26.48991666666667,24,14.49177,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-28 00:00:00+00:00,8.795166666666667,24,17.346875,24,8.822016249999999,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-29 00:00:00+00:00,7.458333333333333,24,15.861666666666666,24,6.9020754166666665,24,68.01318083333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-29 00:00:00+00:00,8.333333333333334,24,17.592958333333332,24,23.26487217391304,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-29 00:00:00+00:00,6.590041666666667,24,13.907291666666666,24,5.150324166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-29 00:00:00+00:00,6.304083333333334,24,11.673958333333333,24,2.34944,24,63.084217083333336,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-29 00:00:00+00:00,9.541666666666666,24,24.799125,24,5.317950416666666,24,66.32099166666669,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-29 00:00:00+00:00,9.0,24,16.908541666666668,24,8.230843333333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-29 00:00:00+00:00,3.546583333333333,24,6.984708333333334,24,4.662176666666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-30 00:00:00+00:00,7.166666666666667,24,14.4125,24,9.07108875,24,53.53534625,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-30 00:00:00+00:00,7.333333333333333,24,11.916583333333334,24,18.876290869565217,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-30 00:00:00+00:00,4.9154583333333335,24,10.366666666666667,24,6.348836666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-30 00:00:00+00:00,4.850625,24,7.836458333333333,24,2.0876,24,55.80892,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-30 00:00:00+00:00,6.875,24,16.264208333333332,24,4.3834462499999995,24,52.12449833333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-30 00:00:00+00:00,10.041666666666666,24,14.573458333333333,24,8.87608625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-30 00:00:00+00:00,3.3000000000000003,24,6.432291666666667,24,7.713112916666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-05-31 00:00:00+00:00,6.583333333333333,24,14.332041666666667,24,3.9980358333333332,24,61.38371458333335,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-05-31 00:00:00+00:00,5.625,24,10.346458333333333,24,12.736617916666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-05-31 00:00:00+00:00,5.141541666666667,24,9.370833333333334,24,1.6920791666666668,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-05-31 00:00:00+00:00,6.332708333333334,24,10.830208333333333,24,1.613885,24,56.55384333333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-05-31 00:00:00+00:00,7.541666666666667,24,18.599375,24,2.4379745833333333,24,60.001275833333324,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-05-31 00:00:00+00:00,9.458333333333334,24,14.815083333333334,24,3.8296216666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-05-31 00:00:00+00:00,3.3500833333333335,24,5.683333333333334,24,2.5399129166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-01 00:00:00+00:00,4.625,24,9.661916666666666,24,11.207425416666666,24,38.201718750000005,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-01 00:00:00+00:00,6.041666666666667,24,9.984041666666666,24,13.832502499999999,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-01 00:00:00+00:00,4.8625,24,12.252083333333333,24,5.68210375,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-01 00:00:00+00:00,2.1668749999999997,24,4.241666666666666,24,1.1734054166666665,24,42.73985708333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-01 00:00:00+00:00,4.75,24,14.613750000000001,24,8.9404875,24,38.30496833333335,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-01 00:00:00+00:00,6.041666666666667,24,8.253,24,5.34917,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-01 00:00:00+00:00,2.606125,24,5.307291666666667,24,6.762002916666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-02 00:00:00+00:00,5.833333333333333,24,11.916458333333333,24,6.177999166666667,24,59.46631708333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-02 00:00:00+00:00,4.208333333333333,24,11.191875000000001,24,14.923097916666668,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-02 00:00:00+00:00,4.15975,24,9.642708333333333,24,2.78669875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-02 00:00:00+00:00,3.7009166666666666,24,7.641666666666667,24,1.5459320833333334,24,57.05692666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-02 00:00:00+00:00,6.083333333333333,24,14.976208333333334,24,3.6353791666666666,24,61.69554208333332,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-02 00:00:00+00:00,5.75,24,11.795708333333332,24,5.409985416666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-02 00:00:00+00:00,1.3462083333333332,24,2.970833333333333,24,5.33027125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-03 00:00:00+00:00,4.0,24,10.829541666666666,24,6.550517916666667,24,58.95630541666665,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-03 00:00:00+00:00,5.826086956521739,23,10.418130434782608,23,10.53045625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-03 00:00:00+00:00,4.547041666666667,24,10.726041666666667,24,2.6776666666666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-03 00:00:00+00:00,5.191708333333334,24,9.786458333333334,24,0.5684179166666666,24,60.51198124999999,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-03 00:00:00+00:00,7.583333333333333,24,22.222583333333333,24,4.402475,24,59.434442083333344,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-03 00:00:00+00:00,6.083333333333333,24,15.056541666666668,24,3.70430125,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-03 00:00:00+00:00,2.7211250000000002,24,5.777083333333334,24,5.471416666666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-04 00:00:00+00:00,5.583333333333333,24,13.365833333333335,24,5.38576625,24,58.55370041666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-04 00:00:00+00:00,6.083333333333333,24,11.634708333333334,24,13.401647500000001,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-04 00:00:00+00:00,4.6295,24,10.920833333333334,24,2.1176954166666664,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-04 00:00:00+00:00,4.0683750000000005,24,8.088541666666666,24,1.350748181818182,22,55.517187500000006,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-04 00:00:00+00:00,7.458333333333333,24,22.584999999999997,24,2.8156354166666664,24,60.15164749999999,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-04 00:00:00+00:00,7.5,24,14.935916666666666,24,4.4505083333333335,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-04 00:00:00+00:00,1.6981666666666666,24,3.678125,24,2.3734325,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-05 00:00:00+00:00,5.458333333333333,24,13.245,24,8.639360416666667,24,72.22286,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-05 00:00:00+00:00,7.208333333333333,24,11.634625,24,17.67447043478261,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-05 00:00:00+00:00,4.107708333333333,24,10.44375,24,3.2383016666666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-05 00:00:00+00:00,4.56275,24,10.208333333333334,24,1.8249421739130434,23,75.48804708333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-05 00:00:00+00:00,6.333333333333333,24,18.921375,24,7.5025579166666665,24,72.01497458333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-05 00:00:00+00:00,6.625,24,14.170916666666665,24,8.456942916666668,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-05 00:00:00+00:00,3.2782916666666666,24,6.917708333333334,24,6.52893,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-06 00:00:00+00:00,5.083333333333333,24,12.600916666666668,24,6.0236504166666665,24,71.48694624999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-06 00:00:00+00:00,6.083333333333333,24,10.748916666666666,24,11.209874166666665,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-06 00:00:00+00:00,4.256208333333333,24,9.894791666666666,24,1.67138625,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-06 00:00:00+00:00,4.2128749999999995,24,8.317708333333334,24,1.0261775,24,71.99210666666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-06 00:00:00+00:00,5.708333333333333,24,15.660458333333333,24,3.4558850000000003,24,71.6705775,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-06 00:00:00+00:00,6.916666666666667,24,14.654041666666666,24,6.2341925,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-06 00:00:00+00:00,1.9643750000000002,24,3.6645833333333333,24,4.7425225,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-07 00:00:00+00:00,9.791666666666666,24,19.605833333333333,24,6.712335416666666,24,63.51661916666668,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-07 00:00:00+00:00,8.833333333333334,24,17.270708333333335,24,9.6237625,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-07 00:00:00+00:00,8.958375,24,18.332291666666666,24,2.2432445833333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-07 00:00:00+00:00,9.806583333333334,24,16.495833333333334,24,0.8656462500000001,24,66.21427833333331,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-07 00:00:00+00:00,11.166666666666666,24,28.261333333333337,24,3.78831375,24,66.15260541666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-07 00:00:00+00:00,10.666666666666666,24,24.879541666666668,24,3.365575833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-07 00:00:00+00:00,5.608291666666666,24,9.920833333333333,24,3.3737629166666667,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-08 00:00:00+00:00,5.708333333333333,24,11.286863636363636,22,7.17277,24,62.81881583333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-08 00:00:00+00:00,6.375,24,10.829458333333333,24,15.828704166666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-08 00:00:00+00:00,3.742125,24,8.547916666666667,24,3.6312795833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-08 00:00:00+00:00,3.3952500000000003,24,7.619791666666667,24,0.8256833333333334,24,63.0939175,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-08 00:00:00+00:00,6.0,24,17.955208333333335,24,9.33621,24,61.755829166666665,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-06-08 00:00:00+00:00,5.739130434782608,23,12.812652173913042,23,5.720412608695653,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-06-08 00:00:00+00:00,2.283916666666667,24,4.686458333333333,24,3.2760470833333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-06-09 00:00:00+00:00,6.5,24,13.728083333333332,24,5.35464375,24,60.67066624999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-06-09 00:00:00+00:00,6.956521739130435,23,11.426304347826088,23,13.557736666666665,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-06-09 00:00:00+00:00,4.3515,24,10.157291666666667,24,2.5539645833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-06-09 00:00:00+00:00,5.443124999999999,24,11.246875000000001,24,0.35289624999999997,24,59.47532625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-06-09 00:00:00+00:00,7.25,24,26.12754166666667,24,6.116291666666666,24,60.57296041666667,24
