station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm25_screened,pm25_screened_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-09 00:00:00+00:00,8.458333333333334,24,8.458333333333334,24,15.459208333333335,24,11.02875,24,68.42756375,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-09 00:00:00+00:00,4.875,24,4.875,24,14.412416666666667,24,20.77453125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-09 00:00:00+00:00,5.98275,24,5.98275,24,13.295833333333334,24,9.7696875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-09 00:00:00+00:00,3.59675,24,3.59675,24,8.975,24,2.35875,24,80.12735500000001,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-09 00:00:00+00:00,10.333333333333334,24,10.333333333333334,24,15.338375,24,6.6140625,24,73.09251250000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-09 00:00:00+00:00,11.166666666666666,24,11.166666666666666,24,16.506041666666665,24,8.996718750000001,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-09 00:00:00+00:00,2.8185000000000002,24,2.8185000000000002,24,6.1375,24,5.76140625,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-10 00:00:00+00:00,7.875,24,7.875,24,15.21775,24,,10,,10
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-10 00:00:00+00:00,4.208333333333333,24,4.208333333333333,24,12.399625,24,12.40734375,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-10 00:00:00+00:00,8.235125,24,8.235125,24,15.9125,24,8.10421875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-10 00:00:00+00:00,3.160458333333333,24,3.160458333333333,24,7.020833333333333,24,1.1235937500000002,24,52.90268083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-10 00:00:00+00:00,10.166666666666666,24,10.166666666666666,24,15.137166666666667,24,6.43875,24,49.742822499999996,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-10 00:00:00+00:00,8.521739130434783,23,8.521739130434783,23,15.123043478260868,23,10.369076086956522,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-10 00:00:00+00:00,2.814583333333333,24,2.814583333333333,24,6.104166666666667,24,8.9728125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2026-08-11 00:00:00+00:00,6.9523809523809526,21,6.9523809523809526,21,18.094272727272728,22,,9,,9
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2026-08-11 00:00:00+00:00,5.473684210526316,19,5.473684210526316,19,17.645947368421055,19,26.650687499999997,20,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2026-08-11 00:00:00+00:00,5.7703750000000005,24,5.7703750000000005,24,17.995833333333334,24,7.84125,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2026-08-11 00:00:00+00:00,10.055166666666667,24,10.055166666666667,24,22.974999999999998,24,4.111875,24,83.03775083333333,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2026-08-11 00:00:00+00:00,13.791666666666666,24,13.791666666666666,24,23.229041666666664,24,12.399375,24,75.14642041666666,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2026-08-11 00:00:00+00:00,,5,,5,,5,,5,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2026-08-11 00:00:00+00:00,5.805875,24,5.805875,24,13.441666666666668,24,18.95765625,24,,0
