date,year,season,sst_nino34,oni
1950-01-15 00:00:00+00:00,1950,DJF,25.01,-1.32
1950-02-15 00:00:00+00:00,1950,JFM,25.36,-1.2
1950-03-15 00:00:00+00:00,1950,FMA,25.88,-1.12
1950-04-15 00:00:00+00:00,1950,MAM,26.24,-1.08
1950-05-15 00:00:00+00:00,1950,AMJ,26.35,-1.1
1950-06-15 00:00:00+00:00,1950,MJJ,26.32,-0.9
1950-07-15 00:00:00+00:00,1950,JJA,26.24,-0.62
1950-08-15 00:00:00+00:00,1950,JAS,25.94,-0.57
1950-09-15 00:00:00+00:00,1950,ASO,25.76,-0.56
1950-10-15 00:00:00+00:00,1950,SON,25.6,-0.62
1950-11-15 00:00:00+00:00,1950,OND,25.55,-0.66
1950-12-15 00:00:00+00:00,1950,NDJ,25.41,-0.79
1951-01-15 00:00:00+00:00,1951,DJF,25.67,-0.66
1951-02-15 00:00:00+00:00,1951,JFM,26.2,-0.36
1951-03-15 00:00:00+00:00,1951,FMA,26.96,-0.04
1951-04-15 00:00:00+00:00,1951,MAM,27.48,0.16
1951-05-15 00:00:00+00:00,1951,AMJ,27.72,0.27
1951-06-15 00:00:00+00:00,1951,MJJ,27.72,0.5
1951-07-15 00:00:00+00:00,1951,JJA,27.57,0.71
1951-08-15 00:00:00+00:00,1951,JAS,27.41,0.9
1951-09-15 00:00:00+00:00,1951,ASO,27.34,1.02
1951-10-15 00:00:00+00:00,1951,SON,27.25,1.03
1951-11-15 00:00:00+00:00,1951,OND,27.18,0.96
1951-12-15 00:00:00+00:00,1951,NDJ,26.91,0.71
1952-01-15 00:00:00+00:00,1952,DJF,26.86,0.52
1952-02-15 00:00:00+00:00,1952,JFM,26.82,0.27
1952-03-15 00:00:00+00:00,1952,FMA,27.33,0.33
1952-04-15 00:00:00+00:00,1952,MAM,27.5,0.18
1952-05-15 00:00:00+00:00,1952,AMJ,27.38,-0.07
1952-06-15 00:00:00+00:00,1952,MJJ,26.78,-0.44
1952-07-15 00:00:00+00:00,1952,JJA,26.41,-0.45
1952-08-15 00:00:00+00:00,1952,JAS,26.31,-0.2
1952-09-15 00:00:00+00:00,1952,ASO,26.35,0.03
1952-10-15 00:00:00+00:00,1952,SON,26.26,0.04
1952-11-15 00:00:00+00:00,1952,OND,26.11,-0.11
1952-12-15 00:00:00+00:00,1952,NDJ,26.25,0.06
1953-01-15 00:00:00+00:00,1953,DJF,26.58,0.25
1953-02-15 00:00:00+00:00,1953,JFM,27.06,0.5
1953-03-15 00:00:00+00:00,1953,FMA,27.48,0.48
1953-04-15 00:00:00+00:00,1953,MAM,27.88,0.56
1953-05-15 00:00:00+00:00,1953,AMJ,28.22,0.77
1953-06-15 00:00:00+00:00,1953,MJJ,27.96,0.74
1953-07-15 00:00:00+00:00,1953,JJA,27.49,0.63
1953-08-15 00:00:00+00:00,1953,JAS,27.19,0.68
1953-09-15 00:00:00+00:00,1953,ASO,26.91,0.59
1953-10-15 00:00:00+00:00,1953,SON,27.0,0.78
1953-11-15 00:00:00+00:00,1953,OND,26.74,0.52
1953-12-15 00:00:00+00:00,1953,NDJ,26.76,0.56
1954-01-15 00:00:00+00:00,1954,DJF,26.74,0.41
1954-02-15 00:00:00+00:00,1954,JFM,26.91,0.35
1954-03-15 00:00:00+00:00,1954,FMA,27.01,0.01
1954-04-15 00:00:00+00:00,1954,MAM,27.04,-0.27
1954-05-15 00:00:00+00:00,1954,AMJ,26.97,-0.48
1954-06-15 00:00:00+00:00,1954,MJJ,26.74,-0.48
1954-07-15 00:00:00+00:00,1954,JJA,26.18,-0.67
1954-08-15 00:00:00+00:00,1954,JAS,25.68,-0.83
1954-09-15 00:00:00+00:00,1954,ASO,25.58,-0.73
1954-10-15 00:00:00+00:00,1954,SON,25.7,-0.52
1954-11-15 00:00:00+00:00,1954,OND,25.82,-0.4
1954-12-15 00:00:00+00:00,1954,NDJ,25.76,-0.44
1955-01-15 00:00:00+00:00,1955,DJF,25.83,-0.5
1955-02-15 00:00:00+00:00,1955,JFM,26.08,-0.48
1955-03-15 00:00:00+00:00,1955,FMA,26.42,-0.58
1955-04-15 00:00:00+00:00,1955,MAM,26.56,-0.76
1955-05-15 00:00:00+00:00,1955,AMJ,26.67,-0.78
1955-06-15 00:00:00+00:00,1955,MJJ,26.34,-0.88
1955-07-15 00:00:00+00:00,1955,JJA,26.13,-0.72
1955-08-15 00:00:00+00:00,1955,JAS,25.59,-0.92
1955-09-15 00:00:00+00:00,1955,ASO,25.21,-1.11
1955-10-15 00:00:00+00:00,1955,SON,24.78,-1.44
1955-11-15 00:00:00+00:00,1955,OND,24.63,-1.59
1955-12-15 00:00:00+00:00,1955,NDJ,24.73,-1.51
1956-01-15 00:00:00+00:00,1956,DJF,25.2,-1.17
1956-02-15 00:00:00+00:00,1956,JFM,25.82,-0.81
1956-03-15 00:00:00+00:00,1956,FMA,26.47,-0.57
1956-04-15 00:00:00+00:00,1956,MAM,26.84,-0.51
1956-05-15 00:00:00+00:00,1956,AMJ,27.0,-0.49
1956-06-15 00:00:00+00:00,1956,MJJ,26.81,-0.47
1956-07-15 00:00:00+00:00,1956,JJA,26.37,-0.55
1956-08-15 00:00:00+00:00,1956,JAS,26.02,-0.52
1956-09-15 00:00:00+00:00,1956,ASO,25.9,-0.43
1956-10-15 00:00:00+00:00,1956,SON,25.85,-0.39
1956-11-15 00:00:00+00:00,1956,OND,25.87,-0.37
1956-12-15 00:00:00+00:00,1956,NDJ,25.87,-0.39
1957-01-15 00:00:00+00:00,1957,DJF,26.11,-0.27
1957-02-15 00:00:00+00:00,1957,JFM,26.57,-0.06
1957-03-15 00:00:00+00:00,1957,FMA,27.3,0.26
1957-04-15 00:00:00+00:00,1957,MAM,27.99,0.63
1957-05-15 00:00:00+00:00,1957,AMJ,28.21,0.72
1957-06-15 00:00:00+00:00,1957,MJJ,28.09,0.82
1957-07-15 00:00:00+00:00,1957,JJA,27.88,0.96
1957-08-15 00:00:00+00:00,1957,JAS,27.57,1.03
1957-09-15 00:00:00+00:00,1957,ASO,27.45,1.12
1957-10-15 00:00:00+00:00,1957,SON,27.38,1.15
1957-11-15 00:00:00+00:00,1957,OND,27.63,1.39
1957-12-15 00:00:00+00:00,1957,NDJ,27.87,1.62
1958-01-15 00:00:00+00:00,1958,DJF,28.07,1.69
1958-02-15 00:00:00+00:00,1958,JFM,28.21,1.59
1958-03-15 00:00:00+00:00,1958,FMA,28.21,1.17
1958-04-15 00:00:00+00:00,1958,MAM,28.2,0.84
1958-05-15 00:00:00+00:00,1958,AMJ,28.06,0.57
1958-06-15 00:00:00+00:00,1958,MJJ,27.77,0.49
1958-07-15 00:00:00+00:00,1958,JJA,27.36,0.43
1958-08-15 00:00:00+00:00,1958,JAS,26.86,0.32
1958-09-15 00:00:00+00:00,1958,ASO,26.61,0.28
1958-10-15 00:00:00+00:00,1958,SON,26.53,0.3
1958-11-15 00:00:00+00:00,1958,OND,26.6,0.36
1958-12-15 00:00:00+00:00,1958,NDJ,26.82,0.56
1959-01-15 00:00:00+00:00,1959,DJF,26.99,0.6
1959-02-15 00:00:00+00:00,1959,JFM,27.27,0.64
1959-03-15 00:00:00+00:00,1959,FMA,27.51,0.48
1959-04-15 00:00:00+00:00,1959,MAM,27.75,0.39
1959-05-15 00:00:00+00:00,1959,AMJ,27.73,0.24
1959-06-15 00:00:00+00:00,1959,MJJ,27.29,0.02
1959-07-15 00:00:00+00:00,1959,JJA,26.74,-0.19
1959-08-15 00:00:00+00:00,1959,JAS,26.31,-0.23
1959-09-15 00:00:00+00:00,1959,ASO,26.29,-0.04
1959-10-15 00:00:00+00:00,1959,SON,26.34,0.11
1959-11-15 00:00:00+00:00,1959,OND,26.47,0.23
1959-12-15 00:00:00+00:00,1959,NDJ,26.4,0.14
1960-01-15 00:00:00+00:00,1960,DJF,26.4,0.02
1960-02-15 00:00:00+00:00,1960,JFM,26.65,0.03
1960-03-15 00:00:00+00:00,1960,FMA,27.1,0.06
1960-04-15 00:00:00+00:00,1960,MAM,27.52,0.17
1960-05-15 00:00:00+00:00,1960,AMJ,27.53,0.04
1960-06-15 00:00:00+00:00,1960,MJJ,27.27,0.0
1960-07-15 00:00:00+00:00,1960,JJA,26.93,0.01
1960-08-15 00:00:00+00:00,1960,JAS,26.69,0.15
1960-09-15 00:00:00+00:00,1960,ASO,26.52,0.19
1960-10-15 00:00:00+00:00,1960,SON,26.32,0.08
1960-11-15 00:00:00+00:00,1960,OND,26.17,-0.07
1960-12-15 00:00:00+00:00,1960,NDJ,26.16,-0.07
1961-01-15 00:00:00+00:00,1961,DJF,26.34,0.0
1961-02-15 00:00:00+00:00,1961,JFM,26.6,0.03
1961-03-15 00:00:00+00:00,1961,FMA,26.98,0.01
1961-04-15 00:00:00+00:00,1961,MAM,27.33,0.05
1961-05-15 00:00:00+00:00,1961,AMJ,27.62,0.22
1961-06-15 00:00:00+00:00,1961,MJJ,27.41,0.22
1961-07-15 00:00:00+00:00,1961,JJA,26.94,0.08
1961-08-15 00:00:00+00:00,1961,JAS,26.32,-0.2
1961-09-15 00:00:00+00:00,1961,ASO,26.01,-0.32
1961-10-15 00:00:00+00:00,1961,SON,26.02,-0.22
1961-11-15 00:00:00+00:00,1961,OND,26.09,-0.11
1961-12-15 00:00:00+00:00,1961,NDJ,26.14,-0.05
1962-01-15 00:00:00+00:00,1962,DJF,26.16,-0.16
1962-02-15 00:00:00+00:00,1962,JFM,26.4,-0.17
1962-03-15 00:00:00+00:00,1962,FMA,26.83,-0.15
1962-04-15 00:00:00+00:00,1962,MAM,27.09,-0.2
1962-05-15 00:00:00+00:00,1962,AMJ,27.21,-0.19
1962-06-15 00:00:00+00:00,1962,MJJ,27.06,-0.13
1962-07-15 00:00:00+00:00,1962,JJA,26.85,0.0
1962-08-15 00:00:00+00:00,1962,JAS,26.42,-0.1
1962-09-15 00:00:00+00:00,1962,ASO,26.17,-0.16
1962-10-15 00:00:00+00:00,1962,SON,25.98,-0.25
1962-11-15 00:00:00+00:00,1962,OND,25.95,-0.25
1962-12-15 00:00:00+00:00,1962,NDJ,25.87,-0.32
1963-01-15 00:00:00+00:00,1963,DJF,25.98,-0.33
1963-02-15 00:00:00+00:00,1963,JFM,26.4,-0.17
1963-03-15 00:00:00+00:00,1963,FMA,26.99,0.01
1963-04-15 00:00:00+00:00,1963,MAM,27.41,0.13
1963-05-15 00:00:00+00:00,1963,AMJ,27.52,0.12
1963-06-15 00:00:00+00:00,1963,MJJ,27.64,0.45
1963-07-15 00:00:00+00:00,1963,JJA,27.61,0.76
1963-08-15 00:00:00+00:00,1963,JAS,27.61,1.09
1963-09-15 00:00:00+00:00,1963,ASO,27.42,1.09
1963-10-15 00:00:00+00:00,1963,SON,27.37,1.13
1963-11-15 00:00:00+00:00,1963,OND,27.39,1.19
1963-12-15 00:00:00+00:00,1963,NDJ,27.33,1.13
1964-01-15 00:00:00+00:00,1964,DJF,27.26,0.95
1964-02-15 00:00:00+00:00,1964,JFM,27.09,0.52
1964-03-15 00:00:00+00:00,1964,FMA,27.04,0.06
1964-04-15 00:00:00+00:00,1964,MAM,26.93,-0.35
1964-05-15 00:00:00+00:00,1964,AMJ,26.8,-0.6
1964-06-15 00:00:00+00:00,1964,MJJ,26.53,-0.66
1964-07-15 00:00:00+00:00,1964,JJA,26.19,-0.67
1964-08-15 00:00:00+00:00,1964,JAS,25.82,-0.7
1964-09-15 00:00:00+00:00,1964,ASO,25.6,-0.72
1964-10-15 00:00:00+00:00,1964,SON,25.44,-0.8
1964-11-15 00:00:00+00:00,1964,OND,25.41,-0.79
1964-12-15 00:00:00+00:00,1964,NDJ,25.45,-0.75
1965-01-15 00:00:00+00:00,1965,DJF,25.8,-0.51
1965-02-15 00:00:00+00:00,1965,JFM,26.32,-0.25
1965-03-15 00:00:00+00:00,1965,FMA,26.93,-0.04
1965-04-15 00:00:00+00:00,1965,MAM,27.45,0.16
1965-05-15 00:00:00+00:00,1965,AMJ,27.86,0.47
1965-06-15 00:00:00+00:00,1965,MJJ,27.98,0.79
1965-07-15 00:00:00+00:00,1965,JJA,27.95,1.1
1965-08-15 00:00:00+00:00,1965,JAS,27.79,1.27
1965-09-15 00:00:00+00:00,1965,ASO,27.87,1.55
1965-10-15 00:00:00+00:00,1965,SON,27.93,1.7
1965-11-15 00:00:00+00:00,1965,OND,28.02,1.82
1965-12-15 00:00:00+00:00,1965,NDJ,27.83,1.6
1966-01-15 00:00:00+00:00,1966,DJF,27.61,1.24
1966-02-15 00:00:00+00:00,1966,JFM,27.6,0.95
1966-03-15 00:00:00+00:00,1966,FMA,27.79,0.76
1966-04-15 00:00:00+00:00,1966,MAM,27.77,0.43
1966-05-15 00:00:00+00:00,1966,AMJ,27.68,0.24
1966-06-15 00:00:00+00:00,1966,MJJ,27.44,0.18
1966-07-15 00:00:00+00:00,1966,JJA,27.18,0.25
1966-08-15 00:00:00+00:00,1966,JAS,26.73,0.13
1966-09-15 00:00:00+00:00,1966,ASO,26.34,-0.09
1966-10-15 00:00:00+00:00,1966,SON,26.27,-0.12
1966-11-15 00:00:00+00:00,1966,OND,26.17,-0.23
1966-12-15 00:00:00+00:00,1966,NDJ,26.02,-0.35
1967-01-15 00:00:00+00:00,1967,DJF,25.97,-0.46
1967-02-15 00:00:00+00:00,1967,JFM,26.18,-0.48
1967-03-15 00:00:00+00:00,1967,FMA,26.53,-0.5
1967-04-15 00:00:00+00:00,1967,MAM,26.97,-0.37
1967-05-15 00:00:00+00:00,1967,AMJ,27.3,-0.15
1967-06-15 00:00:00+00:00,1967,MJJ,27.31,0.05
1967-07-15 00:00:00+00:00,1967,JJA,26.92,-0.02
1967-08-15 00:00:00+00:00,1967,JAS,26.33,-0.26
1967-09-15 00:00:00+00:00,1967,ASO,26.03,-0.4
1967-10-15 00:00:00+00:00,1967,SON,25.99,-0.4
1967-11-15 00:00:00+00:00,1967,OND,26.03,-0.36
1967-12-15 00:00:00+00:00,1967,NDJ,25.95,-0.42
1968-01-15 00:00:00+00:00,1968,DJF,25.81,-0.62
1968-02-15 00:00:00+00:00,1968,JFM,25.92,-0.73
1968-03-15 00:00:00+00:00,1968,FMA,26.41,-0.63
1968-04-15 00:00:00+00:00,1968,MAM,26.85,-0.48
1968-05-15 00:00:00+00:00,1968,AMJ,27.35,-0.1
1968-06-15 00:00:00+00:00,1968,MJJ,27.43,0.17
1968-07-15 00:00:00+00:00,1968,JJA,27.37,0.44
1968-08-15 00:00:00+00:00,1968,JAS,26.97,0.38
1968-09-15 00:00:00+00:00,1968,ASO,26.78,0.34
1968-10-15 00:00:00+00:00,1968,SON,26.9,0.5
1968-11-15 00:00:00+00:00,1968,OND,27.06,0.66
1968-12-15 00:00:00+00:00,1968,NDJ,27.3,0.93
1969-01-15 00:00:00+00:00,1969,DJF,27.42,0.98
1969-02-15 00:00:00+00:00,1969,JFM,27.63,0.98
1969-03-15 00:00:00+00:00,1969,FMA,27.8,0.77
1969-04-15 00:00:00+00:00,1969,MAM,28.02,0.69
1969-05-15 00:00:00+00:00,1969,AMJ,28.06,0.62
1969-06-15 00:00:00+00:00,1969,MJJ,27.74,0.48
1969-07-15 00:00:00+00:00,1969,JJA,27.3,0.37
1969-08-15 00:00:00+00:00,1969,JAS,27.0,0.41
1969-09-15 00:00:00+00:00,1969,ASO,27.04,0.61
1969-10-15 00:00:00+00:00,1969,SON,27.11,0.71
1969-11-15 00:00:00+00:00,1969,OND,27.21,0.81
1969-12-15 00:00:00+00:00,1969,NDJ,27.08,0.71
1970-01-15 00:00:00+00:00,1970,DJF,26.89,0.46
1970-02-15 00:00:00+00:00,1970,JFM,26.89,0.23
1970-03-15 00:00:00+00:00,1970,FMA,27.27,0.23
1970-04-15 00:00:00+00:00,1970,MAM,27.61,0.28
1970-05-15 00:00:00+00:00,1970,AMJ,27.56,0.11
1970-06-15 00:00:00+00:00,1970,MJJ,27.0,-0.26
1970-07-15 00:00:00+00:00,1970,JJA,26.38,-0.55
1970-08-15 00:00:00+00:00,1970,JAS,25.88,-0.72
1970-09-15 00:00:00+00:00,1970,ASO,25.74,-0.69
1970-10-15 00:00:00+00:00,1970,SON,25.67,-0.72
1970-11-15 00:00:00+00:00,1970,OND,25.61,-0.78
1970-12-15 00:00:00+00:00,1970,NDJ,25.29,-1.1
1971-01-15 00:00:00+00:00,1971,DJF,25.17,-1.29
1971-02-15 00:00:00+00:00,1971,JFM,25.34,-1.36
1971-03-15 00:00:00+00:00,1971,FMA,25.97,-1.08
1971-04-15 00:00:00+00:00,1971,MAM,26.55,-0.81
1971-05-15 00:00:00+00:00,1971,AMJ,26.76,-0.72
1971-06-15 00:00:00+00:00,1971,MJJ,26.62,-0.69
1971-07-15 00:00:00+00:00,1971,JJA,26.3,-0.68
1971-08-15 00:00:00+00:00,1971,JAS,26.05,-0.6
1971-09-15 00:00:00+00:00,1971,ASO,25.81,-0.68
1971-10-15 00:00:00+00:00,1971,SON,25.68,-0.78
1971-11-15 00:00:00+00:00,1971,OND,25.59,-0.86
1971-12-15 00:00:00+00:00,1971,NDJ,25.65,-0.78
1972-01-15 00:00:00+00:00,1972,DJF,25.92,-0.57
1972-02-15 00:00:00+00:00,1972,JFM,26.42,-0.27
1972-03-15 00:00:00+00:00,1972,FMA,27.09,0.04
1972-04-15 00:00:00+00:00,1972,MAM,27.61,0.25
1972-05-15 00:00:00+00:00,1972,AMJ,27.96,0.48
1972-06-15 00:00:00+00:00,1972,MJJ,28.0,0.7
1972-07-15 00:00:00+00:00,1972,JJA,27.98,1.0
1972-08-15 00:00:00+00:00,1972,JAS,27.91,1.26
1972-09-15 00:00:00+00:00,1972,ASO,27.98,1.49
1972-10-15 00:00:00+00:00,1972,SON,28.14,1.69
1972-11-15 00:00:00+00:00,1972,OND,28.3,1.84
1972-12-15 00:00:00+00:00,1972,NDJ,28.2,1.77
1973-01-15 00:00:00+00:00,1973,DJF,28.03,1.55
1973-02-15 00:00:00+00:00,1973,JFM,27.82,1.13
1973-03-15 00:00:00+00:00,1973,FMA,27.61,0.56
1973-04-15 00:00:00+00:00,1973,MAM,27.33,-0.03
1973-05-15 00:00:00+00:00,1973,AMJ,26.97,-0.51
1973-06-15 00:00:00+00:00,1973,MJJ,26.51,-0.8
1973-07-15 00:00:00+00:00,1973,JJA,25.99,-0.99
1973-08-15 00:00:00+00:00,1973,JAS,25.54,-1.11
1973-09-15 00:00:00+00:00,1973,ASO,25.23,-1.26
1973-10-15 00:00:00+00:00,1973,SON,24.87,-1.58
1973-11-15 00:00:00+00:00,1973,OND,24.57,-1.89
1973-12-15 00:00:00+00:00,1973,NDJ,24.39,-2.04
1974-01-15 00:00:00+00:00,1974,DJF,24.61,-1.87
1974-02-15 00:00:00+00:00,1974,JFM,25.1,-1.59
1974-03-15 00:00:00+00:00,1974,FMA,25.82,-1.24
1974-04-15 00:00:00+00:00,1974,MAM,26.37,-0.99
1974-05-15 00:00:00+00:00,1974,AMJ,26.77,-0.71
1974-06-15 00:00:00+00:00,1974,MJJ,26.67,-0.64
1974-07-15 00:00:00+00:00,1974,JJA,26.52,-0.46
1974-08-15 00:00:00+00:00,1974,JAS,26.25,-0.4
1974-09-15 00:00:00+00:00,1974,ASO,26.02,-0.47
1974-10-15 00:00:00+00:00,1974,SON,25.76,-0.69
1974-11-15 00:00:00+00:00,1974,OND,25.57,-0.88
1974-12-15 00:00:00+00:00,1974,NDJ,25.72,-0.71
1975-01-15 00:00:00+00:00,1975,DJF,25.92,-0.56
1975-02-15 00:00:00+00:00,1975,JFM,26.15,-0.55
1975-03-15 00:00:00+00:00,1975,FMA,26.44,-0.61
1975-04-15 00:00:00+00:00,1975,MAM,26.7,-0.66
1975-05-15 00:00:00+00:00,1975,AMJ,26.68,-0.8
1975-06-15 00:00:00+00:00,1975,MJJ,26.39,-0.92
1975-07-15 00:00:00+00:00,1975,JJA,25.9,-1.08
1975-08-15 00:00:00+00:00,1975,JAS,25.54,-1.12
1975-09-15 00:00:00+00:00,1975,ASO,25.2,-1.29
1975-10-15 00:00:00+00:00,1975,SON,25.14,-1.32
1975-11-15 00:00:00+00:00,1975,OND,24.98,-1.47
1975-12-15 00:00:00+00:00,1975,NDJ,24.84,-1.58
1976-01-15 00:00:00+00:00,1976,DJF,24.98,-1.49
1976-02-15 00:00:00+00:00,1976,JFM,25.55,-1.11
1976-03-15 00:00:00+00:00,1976,FMA,26.37,-0.65
1976-04-15 00:00:00+00:00,1976,MAM,26.87,-0.45
1976-05-15 00:00:00+00:00,1976,AMJ,27.21,-0.23
1976-06-15 00:00:00+00:00,1976,MJJ,27.28,0.0
1976-07-15 00:00:00+00:00,1976,JJA,27.21,0.23
1976-08-15 00:00:00+00:00,1976,JAS,27.09,0.4
1976-09-15 00:00:00+00:00,1976,ASO,27.13,0.6
1976-10-15 00:00:00+00:00,1976,SON,27.28,0.79
1976-11-15 00:00:00+00:00,1976,OND,27.28,0.81
1976-12-15 00:00:00+00:00,1976,NDJ,27.28,0.84
1977-01-15 00:00:00+00:00,1977,DJF,27.19,0.71
1977-02-15 00:00:00+00:00,1977,JFM,27.33,0.66
1977-03-15 00:00:00+00:00,1977,FMA,27.35,0.33
1977-04-15 00:00:00+00:00,1977,MAM,27.58,0.26
1977-05-15 00:00:00+00:00,1977,AMJ,27.7,0.26
1977-06-15 00:00:00+00:00,1977,MJJ,27.75,0.46
1977-07-15 00:00:00+00:00,1977,JJA,27.37,0.39
1977-08-15 00:00:00+00:00,1977,JAS,27.04,0.35
1977-09-15 00:00:00+00:00,1977,ASO,26.97,0.45
1977-10-15 00:00:00+00:00,1977,SON,27.17,0.68
1977-11-15 00:00:00+00:00,1977,OND,27.31,0.84
1977-12-15 00:00:00+00:00,1977,NDJ,27.25,0.82
1978-01-15 00:00:00+00:00,1978,DJF,27.18,0.71
1978-02-15 00:00:00+00:00,1978,JFM,27.19,0.52
1978-03-15 00:00:00+00:00,1978,FMA,27.19,0.17
1978-04-15 00:00:00+00:00,1978,MAM,27.26,-0.06
1978-05-15 00:00:00+00:00,1978,AMJ,27.17,-0.28
1978-06-15 00:00:00+00:00,1978,MJJ,27.05,-0.24
1978-07-15 00:00:00+00:00,1978,JJA,26.61,-0.37
1978-08-15 00:00:00+00:00,1978,JAS,26.32,-0.37
1978-09-15 00:00:00+00:00,1978,ASO,26.08,-0.44
1978-10-15 00:00:00+00:00,1978,SON,26.22,-0.27
1978-11-15 00:00:00+00:00,1978,OND,26.4,-0.07
1978-12-15 00:00:00+00:00,1978,NDJ,26.54,0.11
1979-01-15 00:00:00+00:00,1979,DJF,26.67,0.19
1979-02-15 00:00:00+00:00,1979,JFM,26.88,0.21
1979-03-15 00:00:00+00:00,1979,FMA,27.31,0.29
1979-04-15 00:00:00+00:00,1979,MAM,27.64,0.32
1979-05-15 00:00:00+00:00,1979,AMJ,27.73,0.29
1979-06-15 00:00:00+00:00,1979,MJJ,27.43,0.14
1979-07-15 00:00:00+00:00,1979,JJA,27.07,0.09
1979-08-15 00:00:00+00:00,1979,JAS,26.91,0.22
1979-09-15 00:00:00+00:00,1979,ASO,26.86,0.34
1979-10-15 00:00:00+00:00,1979,SON,26.96,0.47
1979-11-15 00:00:00+00:00,1979,OND,26.97,0.5
1979-12-15 00:00:00+00:00,1979,NDJ,27.07,0.64
1980-01-15 00:00:00+00:00,1980,DJF,27.09,0.62
1980-02-15 00:00:00+00:00,1980,JFM,27.14,0.47
1980-03-15 00:00:00+00:00,1980,FMA,27.37,0.35
1980-04-15 00:00:00+00:00,1980,MAM,27.67,0.34
1980-05-15 00:00:00+00:00,1980,AMJ,27.9,0.45
1980-06-15 00:00:00+00:00,1980,MJJ,27.68,0.4
1980-07-15 00:00:00+00:00,1980,JJA,27.16,0.18
1980-08-15 00:00:00+00:00,1980,JAS,26.62,-0.06
1980-09-15 00:00:00+00:00,1980,ASO,26.36,-0.17
1980-10-15 00:00:00+00:00,1980,SON,26.42,-0.07
1980-11-15 00:00:00+00:00,1980,OND,26.55,0.08
1980-12-15 00:00:00+00:00,1980,NDJ,26.44,-0.05
1981-01-15 00:00:00+00:00,1981,DJF,26.31,-0.27
1981-02-15 00:00:00+00:00,1981,JFM,26.4,-0.42
1981-03-15 00:00:00+00:00,1981,FMA,26.76,-0.41
1981-04-15 00:00:00+00:00,1981,MAM,27.21,-0.27
1981-05-15 00:00:00+00:00,1981,AMJ,27.3,-0.28
1981-06-15 00:00:00+00:00,1981,MJJ,27.12,-0.27
1981-07-15 00:00:00+00:00,1981,JJA,26.77,-0.28
1981-08-15 00:00:00+00:00,1981,JAS,26.51,-0.23
1981-09-15 00:00:00+00:00,1981,ASO,26.49,-0.08
1981-10-15 00:00:00+00:00,1981,SON,26.38,-0.16
1981-11-15 00:00:00+00:00,1981,OND,26.34,-0.19
1981-12-15 00:00:00+00:00,1981,NDJ,26.4,-0.14
1982-01-15 00:00:00+00:00,1982,DJF,26.55,-0.05
1982-02-15 00:00:00+00:00,1982,JFM,26.83,0.02
1982-03-15 00:00:00+00:00,1982,FMA,27.23,0.07
1982-04-15 00:00:00+00:00,1982,MAM,27.82,0.34
1982-05-15 00:00:00+00:00,1982,AMJ,28.23,0.65
1982-06-15 00:00:00+00:00,1982,MJJ,28.12,0.73
1982-07-15 00:00:00+00:00,1982,JJA,27.82,0.78
1982-08-15 00:00:00+00:00,1982,JAS,27.72,0.99
1982-09-15 00:00:00+00:00,1982,ASO,28.02,1.45
1982-10-15 00:00:00+00:00,1982,SON,28.36,1.82
1982-11-15 00:00:00+00:00,1982,OND,28.56,2.03
1982-12-15 00:00:00+00:00,1982,NDJ,28.66,2.12
1983-01-15 00:00:00+00:00,1983,DJF,28.74,2.14
1983-02-15 00:00:00+00:00,1983,JFM,28.73,1.91
1983-03-15 00:00:00+00:00,1983,FMA,28.69,1.52
1983-04-15 00:00:00+00:00,1983,MAM,28.7,1.23
1983-05-15 00:00:00+00:00,1983,AMJ,28.53,0.95
1983-06-15 00:00:00+00:00,1983,MJJ,28.01,0.62
1983-07-15 00:00:00+00:00,1983,JJA,27.29,0.25
1983-08-15 00:00:00+00:00,1983,JAS,26.67,-0.06
1983-09-15 00:00:00+00:00,1983,ASO,26.14,-0.43
1983-10-15 00:00:00+00:00,1983,SON,25.78,-0.76
1983-11-15 00:00:00+00:00,1983,OND,25.56,-0.96
1983-12-15 00:00:00+00:00,1983,NDJ,25.65,-0.89
1984-01-15 00:00:00+00:00,1984,DJF,25.97,-0.63
1984-02-15 00:00:00+00:00,1984,JFM,26.3,-0.51
1984-03-15 00:00:00+00:00,1984,FMA,26.78,-0.38
1984-04-15 00:00:00+00:00,1984,MAM,27.0,-0.47
1984-05-15 00:00:00+00:00,1984,AMJ,27.04,-0.55
1984-06-15 00:00:00+00:00,1984,MJJ,26.87,-0.52
1984-07-15 00:00:00+00:00,1984,JJA,26.65,-0.39
1984-08-15 00:00:00+00:00,1984,JAS,26.51,-0.22
