start_month,end_month,period_label,mean_temperature_c,days,status,rank_warmest,window_count
1989-03-01,1990-02-01,Mar 1989 to Feb 1990,9.692329,365,published-inputs,194,1701
1989-04-01,1990-03-01,Apr 1989 to Mar 1990,9.777260,365,published-inputs,145,1701
1989-05-01,1990-04-01,May 1989 to Apr 1990,9.900548,365,published-inputs,106,1701
1989-06-01,1990-05-01,Jun 1989 to May 1990,9.883562,365,published-inputs,111,1701
1989-07-01,1990-06-01,Jul 1989 to Jun 1990,9.817808,365,published-inputs,129,1701
1989-08-01,1990-07-01,Aug 1989 to Jul 1990,9.741370,365,published-inputs,165,1701
1989-09-01,1990-08-01,Sep 1989 to Aug 1990,9.860274,365,published-inputs,118,1701
1989-10-01,1990-09-01,Oct 1989 to Sep 1990,9.761644,365,published-inputs,152,1701
1989-11-01,1990-10-01,Nov 1989 to Oct 1990,9.770137,365,published-inputs,150,1701
1989-12-01,1990-11-01,Dec 1989 to Nov 1990,9.745479,365,published-inputs,163,1701
1990-01-01,1990-12-01,Jan 1990 to Dec 1990,9.736986,365,published-inputs,168,1701
1990-02-01,1991-01-01,Feb 1990 to Jan 1991,9.448219,365,published-inputs,317,1701
1990-03-01,1991-02-01,Mar 1990 to Feb 1991,9.033973,365,published-inputs,573,1701
1990-04-01,1991-03-01,Apr 1990 to Mar 1991,8.983014,365,published-inputs,617,1701
1990-05-01,1991-04-01,May 1990 to Apr 1991,8.983014,365,published-inputs,617,1701
1990-06-01,1991-05-01,Jun 1990 to May 1991,8.838630,365,published-inputs,746,1701
1990-07-01,1991-06-01,Jul 1990 to Jun 1991,8.723562,365,published-inputs,851,1701
1990-08-01,1991-07-01,Aug 1990 to Jul 1991,8.715068,365,published-inputs,862,1701
1990-09-01,1991-08-01,Sep 1990 to Aug 1991,8.630137,365,published-inputs,951,1701
1990-10-01,1991-09-01,Oct 1990 to Sep 1991,8.769863,365,published-inputs,804,1701
1990-11-01,1991-10-01,Nov 1990 to Oct 1991,8.616986,365,published-inputs,962,1701
1990-12-01,1991-11-01,Dec 1990 to Nov 1991,8.625205,365,published-inputs,955,1701
1991-01-01,1991-12-01,Jan 1991 to Dec 1991,8.684658,365,published-inputs,898,1701
1991-02-01,1992-01-01,Feb 1991 to Jan 1992,8.735616,365,published-inputs,838,1701
1991-03-01,1992-02-01,Mar 1991 to Feb 1992,9.024317,366,published-inputs,582,1701
1991-04-01,1992-03-01,Apr 1991 to Mar 1992,8.998907,366,published-inputs,600,1701
1991-05-01,1992-04-01,May 1991 to Apr 1992,9.048087,366,published-inputs,552,1701
1991-06-01,1992-05-01,Jun 1991 to May 1992,9.234426,366,published-inputs,432,1701
1991-07-01,1992-06-01,Jul 1991 to Jun 1992,9.504918,366,published-inputs,286,1701
1991-08-01,1992-07-01,Aug 1991 to Jul 1992,9.445628,366,published-inputs,318,1701
1991-09-01,1992-08-01,Sep 1991 to Aug 1992,9.301639,366,published-inputs,392,1701
1991-10-01,1992-09-01,Oct 1991 to Sep 1992,9.178689,366,published-inputs,458,1701
1991-11-01,1992-10-01,Nov 1991 to Oct 1992,9.000820,366,published-inputs,599,1701
1991-12-01,1992-11-01,Dec 1991 to Nov 1992,9.066393,366,published-inputs,534,1701
1992-01-01,1992-12-01,Jan 1992 to Dec 1992,8.973224,366,published-inputs,623,1701
1992-02-01,1993-01-01,Feb 1992 to Jan 1993,9.159563,366,published-inputs,468,1701
1992-03-01,1993-02-01,Mar 1992 to Feb 1993,9.124384,365,published-inputs,494,1701
1992-04-01,1993-03-01,Apr 1992 to Mar 1993,9.064932,365,published-inputs,537,1701
1992-05-01,1993-04-01,May 1992 to Apr 1993,9.138904,365,published-inputs,485,1701
1992-06-01,1993-05-01,Jun 1992 to May 1993,8.969041,365,published-inputs,627,1701
1992-07-01,1993-06-01,Jul 1992 to Jun 1993,8.927945,365,published-inputs,669,1701
1992-08-01,1993-07-01,Aug 1992 to Jul 1993,8.826027,365,published-inputs,752,1701
1992-09-01,1993-08-01,Sep 1992 to Aug 1993,8.775068,365,published-inputs,800,1701
1992-10-01,1993-09-01,Oct 1992 to Sep 1993,8.717534,365,published-inputs,858,1701
1992-11-01,1993-10-01,Nov 1992 to Oct 1993,8.726027,365,published-inputs,847,1701
1992-12-01,1993-11-01,Dec 1992 to Nov 1993,8.512329,365,published-inputs,1094,1701
1993-01-01,1993-12-01,Jan 1993 to Dec 1993,8.648219,365,published-inputs,931,1701
1993-02-01,1994-01-01,Feb 1993 to Jan 1994,8.588767,365,published-inputs,1004,1701
1993-03-01,1994-02-01,Mar 1993 to Feb 1994,8.450685,365,published-inputs,1184,1701
1993-04-01,1994-03-01,Apr 1993 to Mar 1994,8.518630,365,published-inputs,1088,1701
1993-05-01,1994-04-01,May 1993 to Apr 1994,8.387123,365,published-inputs,1253,1701
1993-06-01,1994-05-01,Jun 1993 to May 1994,8.344658,365,published-inputs,1312,1701
1993-07-01,1994-06-01,Jul 1993 to Jun 1994,8.254247,365,published-inputs,1402,1701
1993-08-01,1994-07-01,Aug 1993 to Jul 1994,8.407123,365,published-inputs,1227,1701
1993-09-01,1994-08-01,Sep 1993 to Aug 1994,8.509041,365,published-inputs,1102,1701
1993-10-01,1994-09-01,Oct 1993 to Sep 1994,8.533699,365,published-inputs,1064,1701
1993-11-01,1994-10-01,Nov 1993 to Oct 1994,8.737534,365,published-inputs,836,1701
1993-12-01,1994-11-01,Dec 1993 to Nov 1994,9.164932,365,published-inputs,463,1701
1994-01-01,1994-12-01,Jan 1994 to Dec 1994,9.266849,365,published-inputs,409,1701
1994-02-01,1995-01-01,Feb 1994 to Jan 1995,9.258356,365,published-inputs,414,1701
1994-03-01,1995-02-01,Mar 1994 to Feb 1995,9.496164,365,published-inputs,289,1701
1994-04-01,1995-03-01,Apr 1994 to Mar 1995,9.334795,365,published-inputs,372,1701
1994-05-01,1995-04-01,May 1994 to Apr 1995,9.416986,365,published-inputs,334,1701
1994-06-01,1995-05-01,Jun 1994 to May 1995,9.467945,365,published-inputs,306,1701
1994-07-01,1995-06-01,Jul 1994 to Jun 1995,9.517260,365,published-inputs,281,1701
1994-08-01,1995-07-01,Aug 1994 to Jul 1995,9.627671,365,published-inputs,235,1701
1994-09-01,1995-08-01,Sep 1994 to Aug 1995,9.933425,365,published-inputs,92,1701
1994-10-01,1995-09-01,Oct 1994 to Sep 1995,9.999178,365,published-inputs,77,1701
1994-11-01,1995-10-01,Nov 1994 to Oct 1995,10.228493,365,published-inputs,41,1701
1994-12-01,1995-11-01,Dec 1994 to Nov 1995,10.023014,365,published-inputs,70,1701
1995-01-01,1995-12-01,Jan 1995 to Dec 1995,9.666301,365,published-inputs,212,1701
1995-02-01,1996-01-01,Feb 1995 to Jan 1996,9.615342,365,published-inputs,240,1701
1995-03-01,1996-02-01,Mar 1995 to Feb 1996,9.304098,366,published-inputs,390,1701
1995-04-01,1996-03-01,Apr 1995 to Mar 1996,9.261749,366,published-inputs,411,1701
1995-05-01,1996-04-01,May 1995 to Apr 1996,9.220765,366,published-inputs,438,1701
1995-06-01,1996-05-01,Jun 1995 to May 1996,9.025956,366,published-inputs,578,1701
1995-07-01,1996-06-01,Jul 1995 to Jun 1996,8.993169,366,published-inputs,605,1701
1995-08-01,1996-07-01,Aug 1995 to Jul 1996,8.823770,366,published-inputs,753,1701
1995-09-01,1996-08-01,Sep 1995 to Aug 1996,8.569672,366,published-inputs,1019,1701
1995-10-01,1996-09-01,Oct 1995 to Sep 1996,8.586066,366,published-inputs,1005,1701
1995-11-01,1996-10-01,Nov 1995 to Oct 1996,8.459016,366,published-inputs,1171,1701
1995-12-01,1996-11-01,Dec 1995 to Nov 1996,8.344262,366,published-inputs,1313,1701
1996-01-01,1996-12-01,Jan 1996 to Dec 1996,8.386612,366,published-inputs,1256,1701
1996-02-01,1997-01-01,Feb 1996 to Jan 1997,8.217213,366,published-inputs,1429,1701
1996-03-01,1997-02-01,Mar 1996 to Feb 1997,8.517808,365,published-inputs,1091,1701
1996-04-01,1997-03-01,Apr 1996 to Mar 1997,8.781096,365,published-inputs,796,1701
1996-05-01,1997-04-01,May 1996 to Apr 1997,8.855068,365,published-inputs,733,1701
1996-06-01,1997-05-01,Jun 1996 to May 1997,9.075890,365,published-inputs,524,1701
1996-07-01,1997-06-01,Jul 1996 to Jun 1997,9.075890,365,published-inputs,525,1701
1996-08-01,1997-07-01,Aug 1996 to Jul 1997,9.101370,365,published-inputs,505,1701
1996-09-01,1997-08-01,Sep 1996 to Aug 1997,9.296712,365,published-inputs,395,1701
1996-10-01,1997-09-01,Oct 1996 to Sep 1997,9.329589,365,published-inputs,373,1701
1996-11-01,1997-10-01,Nov 1996 to Oct 1997,9.236164,365,published-inputs,427,1701
1996-12-01,1997-11-01,Dec 1996 to Nov 1997,9.441644,365,published-inputs,320,1701
1997-01-01,1997-12-01,Jan 1997 to Dec 1997,9.687945,365,published-inputs,198,1701
1997-02-01,1998-01-01,Feb 1997 to Jan 1998,9.908767,365,published-inputs,101,1701
1997-03-01,1998-02-01,Mar 1997 to Feb 1998,9.985479,365,published-inputs,81,1701
1997-04-01,1998-03-01,Apr 1997 to Mar 1998,9.993973,365,published-inputs,79,1701
1997-05-01,1998-04-01,May 1997 to Apr 1998,9.862466,365,published-inputs,116,1701
1997-06-01,1998-05-01,Jun 1997 to May 1998,9.981370,365,published-inputs,82,1701
1997-07-01,1998-06-01,Jul 1997 to Jun 1998,9.997808,365,published-inputs,78,1701
1997-08-01,1998-07-01,Aug 1997 to Jul 1998,9.904384,365,published-inputs,103,1701
1997-09-01,1998-08-01,Sep 1997 to Aug 1998,9.683562,365,published-inputs,203,1701
1997-10-01,1998-09-01,Oct 1997 to Sep 1998,9.724658,365,published-inputs,173,1701
1997-11-01,1998-10-01,Nov 1997 to Oct 1998,9.733151,365,published-inputs,169,1701
1997-12-01,1998-11-01,Dec 1997 to Nov 1998,9.560548,365,published-inputs,266,1701
1998-01-01,1998-12-01,Jan 1998 to Dec 1998,9.543562,365,published-inputs,275,1701
1998-02-01,1999-01-01,Feb 1998 to Jan 1999,9.586027,365,published-inputs,261,1701
1998-03-01,1999-02-01,Mar 1998 to Feb 1999,9.440274,365,published-inputs,322,1701
1998-04-01,1999-03-01,Apr 1998 to Mar 1999,9.355342,365,published-inputs,364,1701
1998-05-01,1999-04-01,May 1998 to Apr 1999,9.495068,365,published-inputs,290,1701
1998-06-01,1999-05-01,Jun 1998 to May 1999,9.469589,365,published-inputs,302,1701
1998-07-01,1999-06-01,Jul 1998 to Jun 1999,9.428493,365,published-inputs,327,1701
1998-08-01,1999-07-01,Aug 1998 to Jul 1999,9.606849,365,published-inputs,246,1701
1998-09-01,1999-08-01,Sep 1998 to Aug 1999,9.649315,365,published-inputs,224,1701
1998-10-01,1999-09-01,Oct 1998 to Sep 1999,9.682192,365,published-inputs,205,1701
1998-11-01,1999-10-01,Nov 1998 to Oct 1999,9.699178,365,published-inputs,187,1701
1998-12-01,1999-11-01,Dec 1998 to Nov 1999,9.789589,365,published-inputs,139,1701
1999-01-01,1999-12-01,Jan 1999 to Dec 1999,9.747123,365,published-inputs,162,1701
1999-02-01,2000-01-01,Feb 1999 to Jan 2000,9.679178,365,published-inputs,209,1701
1999-03-01,2000-02-01,Mar 1999 to Feb 2000,9.721585,366,published-inputs,176,1701
1999-04-01,2000-03-01,Apr 1999 to Mar 2000,9.730055,366,published-inputs,171,1701
1999-05-01,2000-04-01,May 1999 to Apr 2000,9.590710,366,published-inputs,255,1701
1999-06-01,2000-05-01,Jun 1999 to May 2000,9.522951,366,published-inputs,280,1701
1999-07-01,2000-06-01,Jul 1999 to Jun 2000,9.613115,366,published-inputs,244,1701
1999-08-01,2000-07-01,Aug 1999 to Jul 2000,9.469126,366,published-inputs,303,1701
1999-09-01,2000-08-01,Sep 1999 to Aug 2000,9.469126,366,published-inputs,303,1701
1999-10-01,2000-09-01,Oct 1999 to Sep 2000,9.444536,366,published-inputs,319,1701
1999-11-01,2000-10-01,Nov 1999 to Oct 2000,9.393716,366,published-inputs,346,1701
1999-12-01,2000-11-01,Dec 1999 to Nov 2000,9.328142,366,published-inputs,374,1701
2000-01-01,2000-12-01,Jan 2000 to Dec 2000,9.370492,366,published-inputs,354,1701
2000-02-01,2001-01-01,Feb 2000 to Jan 2001,9.260383,366,published-inputs,412,1701
2000-03-01,2001-02-01,Mar 2000 to Feb 2001,9.140000,365,published-inputs,484,1701
2000-04-01,2001-03-01,Apr 2000 to Mar 2001,8.961644,365,published-inputs,634,1701
2000-05-01,2001-04-01,May 2000 to Apr 2001,8.953425,365,published-inputs,638,1701
2000-06-01,2001-05-01,Jun 2000 to May 2001,8.995890,365,published-inputs,604,1701
2000-07-01,2001-06-01,Jul 2000 to Jun 2001,8.946575,365,published-inputs,642,1701
2000-08-01,2001-07-01,Aug 2000 to Jul 2001,9.006027,365,published-inputs,594,1701
2000-09-01,2001-08-01,Sep 2000 to Aug 2001,9.006027,365,published-inputs,594,1701
2000-10-01,2001-09-01,Oct 2000 to Sep 2001,8.915616,365,published-inputs,684,1701
2000-11-01,2001-10-01,Nov 2000 to Oct 2001,9.161918,365,published-inputs,465,1701
2000-12-01,2001-11-01,Dec 2000 to Nov 2001,9.235890,365,published-inputs,428,1701
2001-01-01,2001-12-01,Jan 2001 to Dec 2001,9.083014,365,published-inputs,517,1701
2001-02-01,2002-01-01,Feb 2001 to Jan 2002,9.286849,365,published-inputs,400,1701
2001-03-01,2002-02-01,Mar 2001 to Feb 2002,9.463288,365,published-inputs,310,1701
2001-04-01,2002-03-01,Apr 2001 to Mar 2002,9.667123,365,published-inputs,211,1701
2001-05-01,2002-04-01,May 2001 to Apr 2002,9.782192,365,published-inputs,143,1701
2001-06-01,2002-05-01,Jun 2001 to May 2002,9.714247,365,published-inputs,177,1701
2001-07-01,2002-06-01,Jul 2001 to Jun 2002,9.689589,365,published-inputs,197,1701
2001-08-01,2002-07-01,Aug 2001 to Jul 2002,9.604658,365,published-inputs,249,1701
2001-09-01,2002-08-01,Sep 2001 to Aug 2002,9.613151,365,published-inputs,243,1701
2001-10-01,2002-09-01,Oct 2001 to Sep 2002,9.654247,365,published-inputs,220,1701
2001-11-01,2002-10-01,Nov 2001 to Oct 2002,9.407945,365,published-inputs,338,1701
2001-12-01,2002-11-01,Dec 2001 to Nov 2002,9.490137,365,published-inputs,293,1701
2002-01-01,2002-12-01,Jan 2002 to Dec 2002,9.634521,365,published-inputs,231,1701
2002-02-01,2003-01-01,Feb 2002 to Jan 2003,9.515616,365,published-inputs,282,1701
2002-03-01,2003-02-01,Mar 2002 to Feb 2003,9.316164,365,published-inputs,381,1701
2002-04-01,2003-03-01,Apr 2002 to Mar 2003,9.324658,365,published-inputs,376,1701
2002-05-01,2003-04-01,May 2002 to Apr 2003,9.415068,365,published-inputs,335,1701
2002-06-01,2003-05-01,Jun 2002 to May 2003,9.406575,365,published-inputs,340,1701
2002-07-01,2003-06-01,Jul 2002 to Jun 2003,9.546301,365,published-inputs,273,1701
2002-08-01,2003-07-01,Aug 2002 to Jul 2003,9.690685,365,published-inputs,195,1701
2002-09-01,2003-08-01,Sep 2002 to Aug 2003,9.809589,365,published-inputs,132,1701
2002-10-01,2003-09-01,Oct 2002 to Sep 2003,9.809589,365,published-inputs,132,1701
2002-11-01,2003-10-01,Nov 2002 to Oct 2003,9.707671,365,published-inputs,182,1701
2002-12-01,2003-11-01,Dec 2002 to Nov 2003,9.650137,365,published-inputs,223,1701
2003-01-01,2003-12-01,Jan 2003 to Dec 2003,9.616164,365,published-inputs,239,1701
2003-02-01,2004-01-01,Feb 2003 to Jan 2004,9.684110,365,published-inputs,202,1701
2003-03-01,2004-02-01,Mar 2003 to Feb 2004,9.738798,366,published-inputs,167,1701
2003-04-01,2004-03-01,Apr 2003 to Mar 2004,9.637158,366,published-inputs,229,1701
2003-05-01,2004-04-01,May 2003 to Apr 2004,9.579781,366,published-inputs,263,1701
2003-06-01,2004-05-01,Jun 2003 to May 2004,9.613661,366,published-inputs,242,1701
2003-07-01,2004-06-01,Jul 2003 to Jun 2004,9.589071,366,published-inputs,258,1701
2003-08-01,2004-07-01,Aug 2003 to Jul 2004,9.453552,366,published-inputs,316,1701
2003-09-01,2004-08-01,Sep 2003 to Aug 2004,9.411202,366,published-inputs,336,1701
2003-10-01,2004-09-01,Oct 2003 to Sep 2004,9.468579,366,published-inputs,305,1701
2003-11-01,2004-10-01,Nov 2003 to Oct 2004,9.587158,366,published-inputs,259,1701
2003-12-01,2004-11-01,Dec 2003 to Nov 2004,9.578962,366,published-inputs,264,1701
2004-01-01,2004-12-01,Jan 2004 to Dec 2004,9.655191,366,published-inputs,219,1701
2004-02-01,2005-01-01,Feb 2004 to Jan 2005,9.739891,366,published-inputs,166,1701
2004-03-01,2005-02-01,Mar 2004 to Feb 2005,9.700548,365,published-inputs,186,1701
2004-04-01,2005-03-01,Apr 2004 to Mar 2005,9.776986,365,published-inputs,146,1701
2004-05-01,2005-04-01,May 2004 to Apr 2005,9.744110,365,published-inputs,164,1701
2004-06-01,2005-05-01,Jun 2004 to May 2005,9.684658,365,published-inputs,201,1701
2004-07-01,2005-06-01,Jul 2004 to Jun 2005,9.692877,365,published-inputs,192,1701
2004-08-01,2005-07-01,Aug 2004 to Jul 2005,9.794795,365,published-inputs,136,1701
2004-09-01,2005-08-01,Sep 2004 to Aug 2005,9.692877,365,published-inputs,192,1701
2004-10-01,2005-09-01,Oct 2004 to Sep 2005,9.709315,365,published-inputs,180,1701
2004-11-01,2005-10-01,Nov 2004 to Oct 2005,9.913151,365,published-inputs,98,1701
2004-12-01,2005-11-01,Dec 2004 to Nov 2005,9.773425,365,published-inputs,147,1701
2005-01-01,2005-12-01,Jan 2005 to Dec 2005,9.696986,365,published-inputs,188,1701
2005-02-01,2006-01-01,Feb 2005 to Jan 2006,9.527123,365,published-inputs,279,1701
2005-03-01,2006-02-01,Mar 2005 to Feb 2006,9.496438,365,published-inputs,288,1701
2005-04-01,2006-03-01,Apr 2005 to Mar 2006,9.309589,365,published-inputs,386,1701
2005-05-01,2006-04-01,May 2005 to Apr 2006,9.293151,365,published-inputs,397,1701
2005-06-01,2006-05-01,Jun 2005 to May 2006,9.361096,365,published-inputs,361,1701
2005-07-01,2006-06-01,Jul 2005 to Jun 2006,9.402192,365,published-inputs,344,1701
2005-08-01,2006-07-01,Aug 2005 to Jul 2006,9.597534,365,published-inputs,250,1701
2005-09-01,2006-08-01,Sep 2005 to Aug 2006,9.606027,365,published-inputs,248,1701
2005-10-01,2006-09-01,Oct 2005 to Sep 2006,9.704658,365,published-inputs,183,1701
2005-11-01,2006-10-01,Nov 2005 to Oct 2006,9.696164,365,published-inputs,191,1701
2005-12-01,2006-11-01,Dec 2005 to Nov 2006,9.835890,365,published-inputs,125,1701
2006-01-01,2006-12-01,Jan 2006 to Dec 2006,9.946301,365,published-inputs,90,1701
2006-02-01,2007-01-01,Feb 2006 to Jan 2007,10.167123,365,published-inputs,51,1701
2006-03-01,2007-02-01,Mar 2006 to Feb 2007,10.320548,365,published-inputs,26,1701
2006-04-01,2007-03-01,Apr 2006 to Mar 2007,10.490411,365,published-inputs,11,1701
2006-05-01,2007-04-01,May 2006 to Apr 2007,10.695890,365,published-inputs,1,1701
2006-06-01,2007-05-01,Jun 2006 to May 2007,10.687397,365,published-inputs,2,1701
2006-07-01,2007-06-01,Jul 2006 to Jun 2007,10.646301,365,published-inputs,4,1701
2006-08-01,2007-07-01,Aug 2006 to Jul 2007,10.315068,365,published-inputs,27,1701
2006-09-01,2007-08-01,Sep 2006 to Aug 2007,10.264110,365,published-inputs,37,1701
2006-10-01,2007-09-01,Oct 2006 to Sep 2007,10.083288,365,published-inputs,61,1701
2006-11-01,2007-10-01,Nov 2006 to Oct 2007,9.955890,365,published-inputs,86,1701
2006-12-01,2007-11-01,Dec 2006 to Nov 2007,9.947671,365,published-inputs,88,1701
2007-01-01,2007-12-01,Jan 2007 to Dec 2007,9.854247,365,published-inputs,119,1701
2007-02-01,2008-01-01,Feb 2007 to Jan 2008,9.828767,365,published-inputs,127,1701
2007-03-01,2008-02-01,Mar 2007 to Feb 2008,9.792896,366,published-inputs,138,1701
2007-04-01,2008-03-01,Apr 2007 to Mar 2008,9.725137,366,published-inputs,172,1701
2007-05-01,2008-04-01,May 2007 to Apr 2008,9.462842,366,published-inputs,311,1701
2007-06-01,2008-05-01,Jun 2007 to May 2008,9.606831,366,published-inputs,247,1701
2007-07-01,2008-06-01,Jul 2007 to Jun 2008,9.492077,366,published-inputs,292,1701
2007-08-01,2008-07-01,Aug 2007 to Jul 2008,9.593716,366,published-inputs,252,1701
2007-09-01,2008-08-01,Sep 2007 to Aug 2008,9.636066,366,published-inputs,230,1701
2007-10-01,2008-09-01,Oct 2007 to Sep 2008,9.586885,366,published-inputs,260,1701
2007-11-01,2008-10-01,Nov 2007 to Oct 2008,9.485246,366,published-inputs,296,1701
2007-12-01,2008-11-01,Dec 2007 to Nov 2008,9.436066,366,published-inputs,324,1701
2008-01-01,2008-12-01,Jan 2008 to Dec 2008,9.300546,366,published-inputs,393,1701
2008-02-01,2009-01-01,Feb 2008 to Jan 2009,9.012568,366,published-inputs,589,1701
2008-03-01,2009-02-01,Mar 2008 to Feb 2009,8.931233,365,published-inputs,663,1701
2008-04-01,2009-03-01,Apr 2008 to Mar 2009,8.973699,365,published-inputs,622,1701
2008-05-01,2009-04-01,May 2008 to Apr 2009,9.096986,365,published-inputs,509,1701
2008-06-01,2009-05-01,Jun 2008 to May 2009,8.935616,365,published-inputs,657,1701
2008-07-01,2009-06-01,Jul 2008 to Jun 2009,9.034247,365,published-inputs,571,1701
2008-08-01,2009-07-01,Aug 2008 to Jul 2009,9.017260,365,published-inputs,586,1701
2008-09-01,2009-08-01,Sep 2008 to Aug 2009,9.025753,365,published-inputs,579,1701
2008-10-01,2009-09-01,Oct 2008 to Sep 2009,9.066849,365,published-inputs,532,1701
2008-11-01,2009-10-01,Nov 2008 to Oct 2009,9.211233,365,published-inputs,440,1701
2008-12-01,2009-11-01,Dec 2008 to Nov 2009,9.309863,365,published-inputs,385,1701
2009-01-01,2009-12-01,Jan 2009 to Dec 2009,9.267397,365,published-inputs,407,1701
2009-02-01,2010-01-01,Feb 2009 to Jan 2010,9.131507,365,published-inputs,489,1701
2009-03-01,2010-02-01,Mar 2009 to Feb 2010,9.024110,365,published-inputs,584,1701
2009-04-01,2010-03-01,Apr 2009 to Mar 2010,8.930685,365,published-inputs,664,1701
2009-05-01,2010-04-01,May 2009 to Apr 2010,8.873151,365,published-inputs,715,1701
2009-06-01,2010-05-01,Jun 2009 to May 2010,8.805205,365,published-inputs,773,1701
2009-07-01,2010-06-01,Jul 2009 to Jun 2010,8.821644,365,published-inputs,757,1701
2009-08-01,2010-07-01,Aug 2009 to Jul 2010,8.864110,365,published-inputs,725,1701
2009-09-01,2010-08-01,Sep 2009 to Aug 2010,8.787671,365,published-inputs,790,1701
2009-10-01,2010-09-01,Oct 2009 to Sep 2010,8.795890,365,published-inputs,784,1701
2009-11-01,2010-10-01,Nov 2009 to Oct 2010,8.693973,365,published-inputs,888,1701
2009-12-01,2010-11-01,Dec 2009 to Nov 2010,8.414521,365,published-inputs,1223,1701
2010-01-01,2010-12-01,Jan 2010 to Dec 2010,8.125753,365,published-inputs,1482,1701
2010-02-01,2011-01-01,Feb 2010 to Jan 2011,8.287123,365,published-inputs,1372,1701
2010-03-01,2011-02-01,Mar 2010 to Feb 2011,8.555616,365,published-inputs,1031,1701
2010-04-01,2011-03-01,Apr 2010 to Mar 2011,8.640548,365,published-inputs,937,1701
2010-05-01,2011-04-01,May 2010 to Apr 2011,8.878904,365,published-inputs,708,1701
2010-06-01,2011-05-01,Jun 2010 to May 2011,8.972329,365,published-inputs,624,1701
2010-07-01,2011-06-01,Jul 2010 to Jun 2011,8.840822,365,published-inputs,742,1701
2010-08-01,2011-07-01,Aug 2010 to Jul 2011,8.730411,365,published-inputs,843,1701
2010-09-01,2011-08-01,Sep 2010 to Aug 2011,8.730411,365,published-inputs,843,1701
2010-10-01,2011-09-01,Oct 2010 to Sep 2011,8.804384,365,published-inputs,775,1701
2010-11-01,2011-10-01,Nov 2010 to Oct 2011,8.974247,365,published-inputs,621,1701
2010-12-01,2011-11-01,Dec 2010 to Nov 2011,9.335890,365,published-inputs,371,1701
2011-01-01,2011-12-01,Jan 2011 to Dec 2011,9.896438,365,published-inputs,107,1701
2011-02-01,2012-01-01,Feb 2011 to Jan 2012,10.091781,365,published-inputs,60,1701
2011-03-01,2012-02-01,Mar 2011 to Feb 2012,9.930055,366,published-inputs,94,1701
2011-04-01,2012-03-01,Apr 2011 to Mar 2012,10.082514,366,published-inputs,63,1701
2011-05-01,2012-04-01,May 2011 to Apr 2012,9.721858,366,published-inputs,175,1701
2011-06-01,2012-05-01,Jun 2011 to May 2012,9.696448,366,published-inputs,189,1701
2011-07-01,2012-06-01,Jul 2011 to Jun 2012,9.704645,366,published-inputs,184,1701
2011-08-01,2012-07-01,Aug 2011 to Jul 2012,9.704645,366,published-inputs,184,1701
2011-09-01,2012-08-01,Sep 2011 to Aug 2012,9.814754,366,published-inputs,130,1701
2011-10-01,2012-09-01,Oct 2011 to Sep 2012,9.650820,366,published-inputs,222,1701
2011-11-01,2012-10-01,Nov 2011 to Oct 2012,9.422131,366,published-inputs,331,1701
2011-12-01,2012-11-01,Dec 2011 to Nov 2012,9.176230,366,published-inputs,461,1701
2012-01-01,2012-12-01,Jan 2012 to Dec 2012,9.066120,366,published-inputs,535,1701
2012-02-01,2013-01-01,Feb 2012 to Jan 2013,8.922131,366,published-inputs,678,1701
2012-03-01,2013-02-01,Mar 2012 to Feb 2013,8.850959,365,published-inputs,736,1701
2012-04-01,2013-03-01,Apr 2012 to Mar 2013,8.392329,365,published-inputs,1243,1701
2012-05-01,2013-04-01,May 2012 to Apr 2013,8.384110,365,published-inputs,1262,1701
2012-06-01,2013-05-01,Jun 2012 to May 2013,8.248219,365,published-inputs,1405,1701
2012-07-01,2013-06-01,Jul 2012 to Jun 2013,8.256438,365,published-inputs,1399,1701
2012-08-01,2013-07-01,Aug 2012 to Jul 2013,8.519726,365,published-inputs,1085,1701
2012-09-01,2013-08-01,Sep 2012 to Aug 2013,8.528219,365,published-inputs,1071,1701
2012-10-01,2013-09-01,Oct 2012 to Sep 2013,8.626849,365,published-inputs,954,1701
2012-11-01,2013-10-01,Nov 2012 to Oct 2013,8.864658,365,published-inputs,722,1701
2012-12-01,2013-11-01,Dec 2012 to Nov 2013,8.872877,365,published-inputs,716,1701
2013-01-01,2013-12-01,Jan 2013 to Dec 2013,8.991781,365,published-inputs,608,1701
2013-02-01,2014-01-01,Feb 2013 to Jan 2014,9.127671,365,published-inputs,491,1701
2013-03-01,2014-02-01,Mar 2013 to Feb 2014,9.311781,365,published-inputs,384,1701
2013-04-01,2014-03-01,Apr 2013 to Mar 2014,9.685479,365,published-inputs,199,1701
2013-05-01,2014-04-01,May 2013 to Apr 2014,9.915616,365,published-inputs,97,1701
2013-06-01,2014-05-01,Jun 2013 to May 2014,10.093973,365,published-inputs,59,1701
2013-07-01,2014-06-01,Jul 2013 to Jun 2014,10.200822,365,published-inputs,46,1701
2013-08-01,2014-07-01,Aug 2013 to Jul 2014,10.107397,365,published-inputs,58,1701
2013-09-01,2014-08-01,Sep 2013 to Aug 2014,9.980000,365,published-inputs,83,1701
2013-10-01,2014-09-01,Oct 2013 to Sep 2014,10.062192,365,published-inputs,66,1701
2013-11-01,2014-10-01,Nov 2013 to Oct 2014,10.036712,365,published-inputs,69,1701
2013-12-01,2014-11-01,Dec 2013 to Nov 2014,10.168219,365,published-inputs,50,1701
